@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
483,34,194,8,291,0.026756,0.149123,0.809524,0.149123,0.190476,0.251852,0.079696,1.871136,0.988196
484,34,194,7,292,0.023411,0.149123,0.829268,0.149123,0.170732,0.252788,0.077799,1.916774,0.988565
485,33,195,7,292,0.023411,0.144737,0.825,0.144737,0.175,0.246269,0.075901,1.906908,0.988585
486,32,196,7,292,0.023411,0.140351,0.820513,0.140351,0.179487,0.2397,0.074004,1.896536,0.988711
487,31,197,7,292,0.023411,0.135965,0.815789,0.135965,0.184211,0.233083,0.072106,1.885619,0.988719
488,30,198,7,292,0.023411,0.131579,0.810811,0.131579,0.189189,0.226415,0.070209,1.874111,0.988725
489,29,199,7,292,0.023411,0.127193,0.805556,0.127193,0.194444,0.219697,0.068311,1.861964,0.988758
490,29,199,6,293,0.020067,0.127193,0.828571,0.127193,0.171429,0.220532,0.066414,1.915163,0.989001
491,28,200,6,293,0.020067,0.122807,0.823529,0.122807,0.176471,0.21374,0.064516,1.903509,0.989224
492,27,201,6,293,0.020067,0.118421,0.818182,0.118421,0.181818,0.206897,0.062619,1.891148,0.989437
493,26,202,6,293,0.020067,0.114035,0.8125,0.114035,0.1875,0.2,0.060721,1.878015,0.989751
494,25,203,6,293,0.020067,0.109649,0.806452,0.109649,0.193548,0.19305,0.058824,1.864035,0.9903
495,25,203,5,294,0.016722,0.109649,0.833333,0.109649,0.166667,0.193798,0.056926,1.92617,0.990346
496,24,204,5,294,0.016722,0.105263,0.827586,0.105263,0.172414,0.18677,0.055028,1.912886,0.990684
497,23,205,5,294,0.016722,0.100877,0.821429,0.100877,0.178571,0.179688,0.053131,1.898653,0.992223
498,22,206,5,294,0.016722,0.096491,0.814815,0.096491,0.185185,0.172549,0.051233,1.883366,0.992264
499,21,207,5,294,0.016722,0.092105,0.807692,0.092105,0.192308,0.165354,0.049336,1.866903,0.992314
500,20,208,5,294,0.016722,0.087719,0.8,0.087719,0.2,0.158103,0.047438,1.849123,0.992838
501,19,209,5,294,0.016722,0.083333,0.791667,0.083333,0.208333,0.150794,0.045541,1.829861,0.993679
502,18,210,5,294,0.016722,0.078947,0.782609,0.078947,0.217391,0.143426,0.043643,1.808924,0.993757
503,17,211,5,294,0.016722,0.074561,0.772727,0.074561,0.227273,0.136,0.041746,1.786085,0.993762
504,16,212,5,294,0.016722,0.070175,0.761905,0.070175,0.238095,0.128514,0.039848,1.761069,0.993767
505,15,213,5,294,0.016722,0.065789,0.75,0.065789,0.25,0.120968,0.037951,1.733553,0.993782
506,14,214,5,294,0.016722,0.061404,0.736842,0.061404,0.263158,0.11336,0.036053,1.703139,0.993813
507,14,214,4,295,0.013378,0.061404,0.777778,0.061404,0.222222,0.113821,0.034156,1.797758,0.994032
508,14,214,3,296,0.010033,0.061404,0.823529,0.061404,0.176471,0.114286,0.032258,1.903509,0.994431
509,13,215,3,296,0.010033,0.057018,0.8125,0.057018,0.1875,0.106557,0.030361,1.878015,0.994549
510,12,216,3,296,0.010033,0.052632,0.8,0.052632,0.2,0.098765,0.028463,1.849123,0.994719
511,11,217,3,296,0.010033,0.048246,0.785714,0.048246,0.214286,0.090909,0.026565,1.816103,0.996448
512,10,218,3,296,0.010033,0.04386,0.769231,0.04386,0.230769,0.082988,0.024668,1.778003,0.997535
513,10,218,2,297,0.006689,0.04386,0.833333,0.04386,0.166667,0.083333,0.02277,1.92617,0.997878
514,9,219,2,297,0.006689,0.039474,0.818182,0.039474,0.181818,0.075314,0.020873,1.891148,0.99813
515,8,220,2,297,0.006689,0.035088,0.8,0.035088,0.2,0.067227,0.018975,1.849123,0.998442
516,7,221,2,297,0.006689,0.030702,0.777778,0.030702,0.222222,0.059072,0.017078,1.797758,0.998567
517,6,222,2,297,0.006689,0.026316,0.75,0.026316,0.25,0.050847,0.01518,1.733553,0.998706
518,5,223,2,297,0.006689,0.02193,0.714286,0.02193,0.285714,0.042553,0.013283,1.651003,0.998978
519,4,224,2,297,0.006689,0.017544,0.666667,0.017544,0.333333,0.034188,0.011385,1.540936,0.999476
520,4,224,1,298,0.003344,0.017544,0.8,0.017544,0.2,0.034335,0.009488,1.849123,0.999681
521,3,225,1,298,0.003344,0.013158,0.75,0.013158,0.25,0.025862,0.00759,1.733553,0.99974
522,3,225,0,299,0,0.013158,1,0.013158,0,0.025974,0.005693,2.311404,0.999743
523,2,226,0,299,0,0.008772,1,0.008772,0,0.017391,0.003795,?,0.999801
524,1,227,0,299,0,0.004386,1,0.004386,0,0.008734,0.001898,?,0.999942
525,0,228,0,299,0,0,0,0,0,0,0,?,0.999952
